"","Country area or territory","Surveillance site type","Year-week (ISO 8601 calendar)","Week start date (ISO 8601 calendar)","Specimen tested","Influenza positive","Influenza negative","A (H1)","A (H1N1)pdm09","A (H3)","A not subtyped","B (Victoria)","B (Yamagata)","B (lineage not determined)"
"273","India","Not defined","2003-32",2003-08-04,46,3,43,0,NA,1,0,NA,NA,2
"274","India","Not defined","2003-33",2003-08-11,40,5,35,0,NA,2,0,NA,NA,3
"275","India","Not defined","2003-34",2003-08-18,60,0,60,0,NA,0,0,NA,NA,0
"276","India","Not defined","2003-35",2003-08-25,46,1,45,0,NA,0,0,NA,NA,1
"277","India","Not defined","2003-36",2003-09-01,21,1,20,0,NA,0,0,NA,NA,1
"278","India","Not defined","2003-37",2003-09-08,22,1,21,0,NA,0,0,NA,NA,1
"279","India","Not defined","2003-38",2003-09-15,17,0,17,0,NA,0,0,NA,NA,0
"280","India","Not defined","2003-39",2003-09-22,3,0,3,0,NA,0,0,NA,NA,0
"281","India","Not defined","2008-01",2007-12-31,65,4,61,0,NA,0,NA,NA,4,NA
"282","India","Not defined","2008-02",2008-01-07,106,2,104,0,NA,1,NA,1,NA,NA
"283","India","Not defined","2008-03",2008-01-14,58,0,58,0,NA,0,NA,0,0,0
"284","India","Not defined","2008-04",2008-01-21,109,1,108,0,NA,0,NA,NA,1,NA
"285","India","Not defined","2008-05",2008-01-28,106,0,106,0,NA,0,NA,0,0,0
"286","India","Not defined","2008-06",2008-02-04,120,4,116,0,NA,3,NA,1,NA,NA
"287","India","Not defined","2008-07",2008-02-11,96,4,92,1,NA,1,NA,NA,2,NA
"288","India","Not defined","2008-08",2008-02-18,112,6,106,0,NA,1,NA,3,2,NA
"289","India","Not defined","2008-09",2008-02-25,132,3,129,0,NA,3,NA,0,0,0
"290","India","Not defined","2008-10",2008-03-03,102,5,97,0,NA,2,NA,NA,3,NA
"291","India","Not defined","2008-11",2008-03-10,80,4,76,0,NA,4,NA,0,0,0
"292","India","Not defined","2008-12",2008-03-17,63,1,62,0,NA,1,NA,0,0,0
"293","India","Not defined","2008-13",2008-03-24,65,10,55,1,NA,4,NA,NA,3,2
"294","India","Not defined","2008-14",2008-03-31,73,10,63,0,NA,3,NA,NA,7,NA
"295","India","Not defined","2008-15",2008-04-07,63,3,60,0,NA,1,NA,NA,2,NA
"296","India","Not defined","2008-16",2008-04-14,41,4,37,1,NA,0,NA,NA,2,1
"297","India","Not defined","2008-17",2008-04-21,76,3,73,0,NA,0,NA,NA,3,NA
"298","India","Not defined","2008-18",2008-04-28,47,2,45,0,NA,2,NA,0,0,0
"299","India","Not defined","2008-19",2008-05-05,68,2,66,0,NA,2,NA,0,0,0
"300","India","Not defined","2008-20",2008-05-12,63,2,61,0,NA,1,NA,NA,NA,1
"301","India","Not defined","2008-21",2008-05-19,60,3,57,1,NA,1,NA,NA,NA,1
"302","India","Not defined","2008-22",2008-05-26,95,2,93,0,NA,0,NA,NA,NA,2
"303","India","Not defined","2008-23",2008-06-02,81,1,80,0,NA,1,NA,0,0,0
"304","India","Not defined","2008-24",2008-06-09,96,1,95,0,NA,1,NA,0,0,0
"305","India","Not defined","2008-25",2008-06-16,103,1,102,0,NA,0,NA,NA,NA,1
"306","India","Not defined","2008-26",2008-06-23,118,3,115,0,NA,0,NA,NA,NA,3
"307","India","Not defined","2008-27",2008-06-30,139,3,136,NA,NA,3,NA,NA,NA,0
"308","India","Not defined","2008-28",2008-07-07,161,2,159,NA,NA,2,NA,NA,NA,0
"309","India","Not defined","2008-29",2008-07-14,155,7,148,0,NA,3,NA,2,2,NA
"310","India","Not defined","2008-30",2008-07-21,149,1,148,0,NA,NA,NA,1,NA,NA
"311","India","Not defined","2008-31",2008-07-28,108,0,108,0,NA,NA,NA,NA,NA,0
"312","India","Not defined","2008-32",2008-08-04,117,4,113,0,NA,NA,NA,4,NA,NA
"313","India","Not defined","2008-33",2008-08-11,79,5,74,0,NA,NA,NA,5,NA,NA
"314","India","Not defined","2008-34",2008-08-18,86,0,86,0,NA,NA,NA,NA,NA,0
"315","India","Not defined","2008-35",2008-08-25,121,0,121,0,NA,NA,NA,NA,NA,0
"316","India","Not defined","2008-36",2008-09-01,103,0,103,0,NA,NA,NA,NA,NA,0
"317","India","Not defined","2008-37",2008-09-08,52,0,52,0,NA,NA,NA,NA,NA,0
"318","India","Not defined","2008-38",2008-09-15,59,0,59,0,NA,NA,NA,NA,NA,0
"319","India","Not defined","2008-39",2008-09-22,77,0,77,0,NA,NA,NA,NA,NA,0
"320","India","Not defined","2008-40",2008-09-29,27,0,27,0,NA,NA,NA,NA,NA,0
"321","India","Not defined","2008-41",2008-10-06,23,0,23,0,NA,NA,NA,NA,NA,0
"322","India","Not defined","2008-42",2008-10-13,30,0,30,0,NA,NA,NA,NA,NA,0
"323","India","Not defined","2008-43",2008-10-20,5,0,5,0,NA,NA,NA,NA,NA,0
"324","India","Not defined","2008-44",2008-10-27,10,0,10,0,NA,NA,NA,NA,NA,0
"325","India","Not defined","2008-45",2008-11-03,30,0,30,0,NA,NA,NA,NA,NA,0
"326","India","Not defined","2009-01",2008-12-29,76,0,76,0,NA,NA,NA,NA,NA,0
"327","India","Not defined","2009-02",2009-01-05,57,0,57,NA,NA,NA,NA,NA,0,0
"328","India","Not defined","2009-03",2009-01-12,53,0,53,NA,NA,NA,NA,NA,0,0
"329","India","Not defined","2009-04",2009-01-19,69,0,69,NA,NA,NA,NA,NA,0,0
"330","India","Not defined","2009-05",2009-01-26,64,0,64,NA,NA,NA,NA,NA,0,0
"331","India","Not defined","2009-06",2009-02-02,74,0,74,NA,NA,NA,NA,NA,0,0
"332","India","Not defined","2009-07",2009-02-09,62,0,62,NA,NA,NA,NA,NA,0,0
"333","India","Not defined","2009-08",2009-02-16,68,0,68,NA,NA,NA,NA,NA,0,0
"334","India","Not defined","2009-09",2009-02-23,51,1,50,1,NA,NA,NA,NA,NA,0
"335","India","Not defined","2009-10",2009-03-02,67,1,66,1,NA,NA,NA,NA,NA,0
"336","India","Not defined","2009-11",2009-03-09,37,0,37,NA,NA,NA,NA,NA,0,0
"337","India","Not defined","2009-12",2009-03-16,13,0,13,NA,NA,NA,NA,NA,0,0
"338","India","Not defined","2009-13",2009-03-23,14,0,14,NA,NA,NA,NA,NA,0,0
"339","India","Not defined","2009-25",2009-06-15,174,25,149,2,13,10,0,0,0,0
"340","India","Not defined","2009-26",2009-06-22,150,26,124,0,9,17,0,0,0,0
"341","India","Not defined","2009-27",2009-06-29,181,35,146,3,18,14,0,0,0,0
"342","India","Not defined","2009-28",2009-07-06,153,37,116,3,23,11,0,0,0,0
"343","India","Not defined","2009-29",2009-07-13,204,44,160,0,27,17,0,0,0,0
"344","India","Not defined","2009-30",2009-07-20,226,70,156,4,45,21,0,0,0,0
"345","India","Not defined","2009-31",2009-07-27,284,88,196,2,67,19,0,0,0,0
"346","India","Not defined","2009-32",2009-08-03,784,288,496,8,209,71,0,0,0,0
"347","India","Not defined","2009-33",2009-08-10,2540,905,1635,41,713,151,0,0,0,0
"348","India","Not defined","2009-34",2009-08-17,1441,448,993,33,292,123,0,0,0,0
"349","India","Not defined","2009-35",2009-08-24,1048,244,804,27,149,68,0,0,0,0
"350","India","Not defined","2009-36",2009-08-31,821,198,623,15,113,70,0,0,0,0
"351","India","Not defined","2009-37",2009-09-07,810,218,592,18,166,34,0,0,0,0
"352","India","Not defined","2009-38",2009-09-14,1176,328,848,9,279,39,0,0,0,1
"353","India","Not defined","2009-39",2009-09-21,1227,346,881,10,318,18,0,0,0,0
"354","India","Not defined","2009-40",2009-09-28,944,242,702,3,224,14,0,0,0,1
"355","India","Not defined","2009-41",2009-10-05,992,203,789,8,176,19,0,0,0,0
"356","India","Not defined","2009-42",2009-10-12,766,166,600,5,146,14,0,0,0,1
"357","India","Not defined","2009-43",2009-10-19,720,120,600,5,105,10,0,0,0,0
"358","India","Not defined","2009-44",2009-10-26,672,85,587,1,80,4,0,0,0,0
"359","India","Not defined","2009-45",2009-11-02,672,87,585,0,85,2,0,0,0,0
"360","India","Not defined","2009-46",2009-11-09,483,74,409,1,68,5,0,0,0,0
"361","India","Not defined","2009-47",2009-11-16,536,103,433,0,103,0,0,0,0,0
"362","India","Not defined","2009-48",2009-11-23,435,122,313,0,122,0,0,0,0,0
"363","India","Not defined","2009-49",2009-11-30,498,120,378,0,120,0,0,0,0,0
"364","India","Not defined","2009-50",2009-12-07,638,136,502,0,136,0,0,0,0,0
"365","India","Not defined","2009-51",2009-12-14,595,146,449,0,146,0,0,0,0,0
"366","India","Not defined","2009-52",2009-12-21,548,126,422,0,126,0,0,0,0,0
"367","India","Not defined","2010-01",2010-01-04,623,120,503,0,118,0,0,0,0,2
"368","India","Not defined","2010-02",2010-01-11,620,128,492,2,121,1,0,0,0,4
"369","India","Not defined","2010-03",2010-01-18,622,134,488,0,125,0,0,0,0,9
"370","India","Not defined","2010-04",2010-01-25,545,108,437,0,104,1,0,0,0,3
"371","India","Not defined","2010-05",2010-02-01,627,131,496,0,128,0,0,0,0,3
"372","India","Not defined","2010-06",2010-02-08,638,127,511,0,122,0,0,0,0,5
"373","India","Not defined","2010-07",2010-02-15,590,112,478,0,106,0,0,0,0,6
"374","India","Not defined","2010-08",2010-02-22,593,105,488,0,101,0,0,0,0,4
"375","India","Not defined","2010-09",2010-03-01,533,110,423,0,108,0,0,0,0,2
"376","India","Not defined","2010-10",2010-03-08,402,95,307,0,90,0,0,1,0,4
"377","India","Not defined","2010-11",2010-03-15,408,76,332,0,74,0,0,0,0,2
"378","India","Not defined","2010-12",2010-03-22,419,72,347,0,65,0,0,3,0,4
"379","India","Not defined","2010-13",2010-03-29,349,66,283,0,60,0,0,2,0,4
"380","India","Not defined","2010-14",2010-04-05,439,95,344,0,93,0,0,0,0,2
"381","India","Not defined","2010-15",2010-04-12,306,60,246,0,58,0,0,2,0,0
"382","India","Not defined","2010-16",2010-04-19,265,35,230,0,28,0,0,0,0,7
"383","India","Not defined","2010-17",2010-04-26,220,35,185,0,32,0,0,0,0,3
"384","India","Not defined","2010-18",2010-05-03,263,47,216,0,43,0,0,0,0,4
"385","India","Not defined","2010-19",2010-05-10,264,39,225,0,29,0,0,0,0,10
"386","India","Not defined","2010-20",2010-05-17,197,26,171,0,22,0,0,0,0,4
"387","India","Not defined","2010-21",2010-05-24,158,28,130,0,16,0,0,0,0,12
"388","India","Not defined","2010-22",2010-05-31,132,38,94,0,14,0,0,0,0,24
"389","India","Not defined","2010-23",2010-06-07,180,24,156,0,14,0,0,0,0,10
"390","India","Not defined","2010-24",2010-06-14,175,22,153,0,17,0,0,0,0,5
"391","India","Not defined","2010-25",2010-06-21,269,45,224,0,35,0,0,0,0,10
"392","India","Not defined","2010-26",2010-06-28,375,68,307,0,54,0,0,0,0,14
"393","India","Not defined","2010-27",2010-07-05,429,97,332,0,94,0,0,0,0,3
"394","India","Not defined","2010-28",2010-07-12,529,111,418,0,104,0,0,0,0,7
"395","India","Not defined","2010-29",2010-07-19,698,232,466,0,232,0,0,0,0,0
"396","India","Not defined","2010-30",2010-07-26,935,317,618,0,310,1,0,0,0,6
"397","India","Not defined","2010-31",2010-08-02,1310,436,874,0,428,5,0,0,0,3
"398","India","Not defined","2010-32",2010-08-09,1422,513,909,0,491,13,0,0,0,9
"399","India","Not defined","2010-33",2010-08-16,1497,453,1044,0,422,22,0,0,0,9
"400","India","Not defined","2010-34",2010-08-23,1414,425,989,0,389,25,0,0,0,11
"401","India","Not defined","2010-35",2010-08-30,1297,310,987,0,286,20,0,0,0,4
"402","India","Not defined","2010-36",2010-09-06,1033,218,815,0,204,3,0,0,0,11
"403","India","Not defined","2010-37",2010-09-13,1015,165,850,0,161,1,0,0,0,3
"404","India","Not defined","2010-38",2010-09-20,827,93,734,0,91,0,0,0,0,2
"405","India","Not defined","2010-39",2010-09-27,634,53,581,0,49,0,0,0,0,4
"406","India","Not defined","2010-40",2010-10-04,420,15,405,0,15,0,0,0,0,0
"407","India","Not defined","2010-41",2010-10-11,358,11,347,0,10,0,0,0,0,1
"408","India","Not defined","2010-42",2010-10-18,245,3,242,0,0,0,0,0,0,3
"409","India","Not defined","2010-43",2010-10-25,192,13,179,0,8,0,0,0,0,5
"410","India","Not defined","2010-44",2010-11-01,163,5,158,0,3,0,0,0,0,2
"411","India","Not defined","2010-45",2010-11-08,127,0,127,0,0,0,0,0,0,0
"412","India","Not defined","2010-46",2010-11-15,117,1,116,0,0,0,0,0,0,1
"413","India","Not defined","2010-47",2010-11-22,108,1,107,0,0,0,0,0,0,1
"414","India","Not defined","2010-48",2010-11-29,101,3,98,0,0,0,0,0,0,3
"415","India","Not defined","2010-49",2010-12-06,86,1,85,0,0,0,0,0,0,1
"416","India","Not defined","2010-50",2010-12-13,9,0,9,0,0,0,0,0,0,0
"417","India","Not defined","2011-01",2011-01-03,201,6,195,0,5,0,0,0,0,1
"418","India","Not defined","2011-02",2011-01-10,165,7,158,0,5,0,0,0,0,2
"419","India","Not defined","2011-03",2011-01-17,238,20,218,0,14,6,0,0,0,0
"420","India","Not defined","2011-04",2011-01-24,216,19,197,0,10,0,0,0,0,9
"421","India","Not defined","2011-05",2011-01-31,205,19,186,0,13,2,0,0,0,4
"422","India","Not defined","2011-06",2011-02-07,143,8,135,0,7,0,0,0,0,1
"423","India","Not defined","2011-07",2011-02-14,137,22,115,0,20,0,0,0,0,2
"424","India","Not defined","2011-08",2011-02-21,219,15,204,0,9,2,0,0,0,4
"425","India","Not defined","2011-09",2011-02-28,148,12,136,0,8,1,0,0,0,3
"426","India","Not defined","2011-10",2011-03-07,157,11,146,0,8,0,0,0,0,3
"427","India","Not defined","2011-11",2011-03-14,176,13,163,0,8,1,0,0,0,4
"428","India","Not defined","2011-12",2011-03-21,135,10,125,0,1,0,0,0,0,9
"429","India","Not defined","2011-13",2011-03-28,112,6,106,0,0,0,0,0,0,6
"430","India","Not defined","2011-14",2011-04-04,122,3,119,0,3,0,0,0,0,0
"431","India","Not defined","2011-15",2011-04-11,133,6,127,0,1,0,0,0,0,5
"432","India","Not defined","2011-16",2011-04-18,117,2,115,0,1,1,0,0,0,0
"433","India","Not defined","2011-17",2011-04-25,132,0,132,0,0,0,0,0,0,0
"434","India","Not defined","2011-18",2011-05-02,119,2,117,0,0,0,0,0,0,2
"435","India","Not defined","2011-19",2011-05-09,135,1,134,0,1,0,0,0,0,0
"436","India","Not defined","2011-20",2011-05-16,96,2,94,0,0,1,0,0,0,1
"437","India","Not defined","2011-21",2011-05-23,121,7,114,0,5,2,0,0,0,0
"438","India","Not defined","2011-22",2011-05-30,122,16,106,0,3,8,0,0,0,5
"439","India","Not defined","2011-23",2011-06-06,120,29,91,0,1,20,0,0,0,8
"440","India","Not defined","2011-24",2011-06-13,149,25,124,0,0,25,0,0,0,0
"441","India","Not defined","2011-25",2011-06-20,199,51,148,0,1,50,0,0,0,0
"442","India","Not defined","2011-26",2011-06-27,220,52,168,0,3,48,0,0,0,1
"443","India","Not defined","2011-27",2011-07-04,350,138,212,0,63,75,0,0,0,0
"444","India","Not defined","2011-28",2011-07-11,242,57,185,0,6,49,0,0,0,2
"445","India","Not defined","2011-29",2011-07-18,314,66,248,0,6,59,0,0,0,1
"446","India","Not defined","2011-30",2011-07-25,292,77,215,0,3,71,0,0,0,3
"447","India","Not defined","2011-31",2011-08-01,274,57,217,0,4,49,0,0,0,4
"448","India","Not defined","2011-32",2011-08-08,248,37,211,0,1,31,0,0,0,5
"449","India","Not defined","2011-33",2011-08-15,196,30,166,0,6,19,0,0,0,5
"450","India","Not defined","2011-34",2011-08-22,205,29,176,0,4,16,0,0,0,9
"451","India","Not defined","2011-35",2011-08-29,148,17,131,0,3,9,0,0,0,5
"452","India","Not defined","2011-36",2011-09-05,169,10,159,0,1,3,0,0,0,6
"453","India","Not defined","2011-37",2011-09-12,211,34,177,0,4,7,0,0,0,23
"454","India","Not defined","2011-38",2011-09-19,214,25,189,0,0,4,0,0,0,21
"455","India","Not defined","2011-39",2011-09-26,207,27,180,0,0,7,0,0,0,20
"456","India","Not defined","2011-40",2011-10-03,134,19,115,0,0,3,0,0,0,16
"457","India","Not defined","2011-41",2011-10-10,219,26,193,0,0,1,0,0,0,25
"458","India","Not defined","2011-42",2011-10-17,229,35,194,0,1,0,0,0,0,34
"459","India","Not defined","2011-43",2011-10-24,149,23,126,0,0,3,0,0,0,20
"460","India","Not defined","2011-44",2011-10-31,267,30,237,0,1,6,0,0,0,23
"461","India","Not defined","2011-45",2011-11-07,167,28,139,0,0,7,0,0,0,21
"462","India","Not defined","2011-46",2011-11-14,277,36,241,0,0,6,0,0,0,30
"463","India","Not defined","2011-47",2011-11-21,210,27,183,0,0,6,0,0,0,21
"464","India","Not defined","2011-48",2011-11-28,264,29,235,0,0,16,0,0,0,13
"465","India","Not defined","2011-49",2011-12-05,208,28,180,0,0,14,0,0,0,14
"466","India","Not defined","2011-50",2011-12-12,230,40,190,0,0,20,0,0,0,20
"467","India","Not defined","2011-51",2011-12-19,225,32,193,0,0,10,0,0,0,22
"468","India","Not defined","2011-52",2011-12-26,147,33,114,0,0,10,0,0,0,23
"469","India","Not defined","2012-01",2012-01-02,199,33,166,0,1,11,0,0,0,21
"470","India","Not defined","2012-02",2012-01-09,246,26,220,0,0,11,0,1,0,14
"471","India","Not defined","2012-03",2012-01-16,239,31,208,0,2,18,0,3,0,8
"472","India","Not defined","2012-04",2012-01-23,226,20,206,0,0,6,0,1,0,13
"473","India","Not defined","2012-05",2012-01-30,275,31,244,0,1,16,0,0,0,14
"474","India","Not defined","2012-06",2012-02-06,215,16,199,0,1,7,0,0,0,8
"475","India","Not defined","2012-07",2012-02-13,215,17,198,0,0,6,0,0,0,11
"476","India","Not defined","2012-08",2012-02-20,222,30,192,0,4,10,0,0,0,16
"477","India","Not defined","2012-09",2012-02-27,213,22,191,0,2,6,0,0,0,14
"478","India","Not defined","2012-10",2012-03-05,212,27,185,0,10,4,0,0,0,13
"479","India","Not defined","2012-11",2012-03-12,328,67,261,0,28,4,0,6,0,29
"480","India","Not defined","2012-12",2012-03-19,504,115,389,0,75,4,0,13,1,22
"481","India","Not defined","2012-13",2012-03-26,589,141,448,0,100,1,0,1,0,39
"482","India","Not defined","2012-14",2012-04-02,498,99,399,0,49,15,0,0,0,35
"483","India","Not defined","2012-15",2012-04-09,543,92,451,0,41,1,0,4,0,46
"484","India","Not defined","2012-16",2012-04-16,411,51,360,0,29,1,0,4,1,16
"485","India","Not defined","2012-17",2012-04-23,416,36,380,0,15,2,0,0,0,19
"486","India","Not defined","2012-18",2012-04-30,360,33,327,0,18,0,0,1,0,14
"487","India","Not defined","2012-19",2012-05-07,315,28,287,0,17,0,0,3,0,8
"488","India","Not defined","2012-20",2012-05-14,396,31,365,0,20,0,0,0,0,11
"489","India","Not defined","2012-21",2012-05-21,402,28,374,0,15,0,0,1,0,12
"490","India","Not defined","2012-22",2012-05-28,255,28,227,0,8,0,0,0,0,20
"491","India","Not defined","2012-23",2012-06-04,227,24,203,0,14,0,0,2,0,8
"492","India","Not defined","2012-24",2012-06-11,305,30,275,0,12,0,0,1,0,17
"493","India","Not defined","2012-25",2012-06-18,318,26,292,0,9,0,0,0,0,17
"494","India","Not defined","2012-26",2012-06-25,300,23,277,0,15,0,0,0,0,8
"495","India","Not defined","2012-27",2012-07-02,511,56,455,0,29,0,0,0,2,25
"496","India","Not defined","2012-28",2012-07-09,419,36,383,0,9,1,0,0,1,25
"497","India","Not defined","2012-29",2012-07-16,348,48,300,0,16,0,0,0,0,32
"498","India","Not defined","2012-30",2012-07-23,390,53,337,0,22,0,0,0,3,28
"499","India","Not defined","2012-31",2012-07-30,419,62,357,0,34,1,0,0,0,27
"500","India","Not defined","2012-32",2012-08-06,357,53,304,0,17,1,0,0,1,34
"501","India","Not defined","2012-33",2012-08-13,449,75,374,0,37,0,0,0,5,33
"502","India","Not defined","2012-34",2012-08-20,472,95,377,0,43,1,0,1,5,45
"503","India","Not defined","2012-35",2012-08-27,568,132,436,0,62,2,0,0,5,63
"504","India","Not defined","2012-36",2012-09-03,557,160,397,0,72,0,0,0,6,82
"505","India","Not defined","2012-37",2012-09-10,600,150,450,0,68,0,0,0,2,80
"506","India","Not defined","2012-38",2012-09-17,614,160,454,0,84,0,0,0,0,76
"507","India","Not defined","2012-39",2012-09-24,629,144,485,0,61,0,0,0,0,83
"508","India","Not defined","2012-40",2012-10-01,480,101,379,0,60,0,0,0,0,41
"509","India","Not defined","2012-41",2012-10-08,580,133,447,0,81,1,0,0,1,50
"510","India","Not defined","2012-42",2012-10-15,523,72,451,0,42,0,0,0,0,30
"511","India","Not defined","2012-43",2012-10-22,362,55,307,0,36,1,0,0,0,18
"512","India","Not defined","2012-44",2012-10-29,476,72,404,0,53,0,0,0,0,19
"513","India","Not defined","2012-45",2012-11-05,470,64,406,0,49,1,0,0,0,14
"514","India","Not defined","2012-46",2012-11-12,340,63,277,0,43,1,0,0,0,19
"515","India","Not defined","2012-47",2012-11-19,354,34,320,0,26,1,0,0,0,7
"516","India","Not defined","2012-48",2012-11-26,327,31,296,0,19,3,0,0,0,9
"517","India","Not defined","2012-49",2012-12-03,369,18,351,0,9,2,0,0,0,7
"518","India","Not defined","2012-50",2012-12-10,309,24,285,0,9,5,0,0,0,10
"519","India","Not defined","2012-51",2012-12-17,169,11,158,0,4,1,0,0,0,6
"520","India","Not defined","2012-52",2012-12-24,208,16,192,0,9,1,0,0,0,6
"521","India","Not defined","2013-01",2012-12-31,311,35,276,0,23,0,0,0,0,12
"522","India","Not defined","2013-02",2013-01-07,287,34,253,0,21,3,0,0,0,10
"523","India","Not defined","2013-03",2013-01-14,273,30,243,0,18,2,0,0,1,9
"524","India","Not defined","2013-04",2013-01-21,216,18,198,0,16,1,0,0,0,1
"525","India","Not defined","2013-05",2013-01-28,262,36,226,0,23,2,0,0,0,11
"526","India","Not defined","2013-06",2013-02-04,260,40,220,0,27,6,0,0,1,6
"527","India","Not defined","2013-07",2013-02-11,314,61,253,0,35,5,0,0,0,21
"528","India","Not defined","2013-08",2013-02-18,301,52,249,0,31,9,0,0,0,12
"529","India","Not defined","2013-09",2013-02-25,309,62,247,0,30,22,0,0,1,9
"530","India","Not defined","2013-10",2013-03-04,356,63,293,0,27,29,0,0,1,6
"531","India","Not defined","2013-11",2013-03-11,367,91,276,0,36,43,0,0,1,11
"532","India","Not defined","2013-12",2013-03-18,400,90,310,0,42,43,0,0,0,5
"533","India","Not defined","2013-13",2013-03-25,313,60,253,0,29,30,0,0,0,1
"534","India","Not defined","2013-14",2013-04-01,375,75,300,0,40,26,0,0,0,9
"535","India","Not defined","2013-15",2013-04-08,346,68,278,0,19,40,0,0,0,9
"536","India","Not defined","2013-16",2013-04-15,276,48,228,0,23,22,0,0,0,3
"537","India","Not defined","2013-17",2013-04-22,236,38,198,0,11,27,0,0,0,0
"538","India","Not defined","2013-18",2013-04-29,231,34,197,0,8,26,0,0,0,0
"539","India","Not defined","2013-19",2013-05-06,190,29,161,0,4,23,0,0,0,2
"540","India","Not defined","2013-20",2013-05-13,214,41,173,0,8,33,0,0,0,0
"541","India","Not defined","2013-21",2013-05-20,195,49,146,0,1,48,0,0,0,0
"542","India","Not defined","2013-22",2013-05-27,225,35,190,0,2,33,0,0,0,0
"543","India","Not defined","2013-23",2013-06-03,180,23,157,0,2,21,0,0,0,0
"544","India","Not defined","2013-24",2013-06-10,196,36,160,0,1,35,0,0,0,0
"545","India","Not defined","2013-25",2013-06-17,159,36,123,0,2,34,0,0,0,0
"546","India","Not defined","2013-26",2013-06-24,242,58,184,0,5,53,0,0,0,0
"547","India","Not defined","2013-27",2013-07-01,251,49,202,0,3,46,0,0,0,0
"548","India","Not defined","2013-28",2013-07-08,247,72,175,0,3,69,0,0,0,0
"549","India","Not defined","2013-29",2013-07-15,231,59,172,0,7,52,0,0,0,0
"550","India","Not defined","2013-30",2013-07-22,288,69,219,0,17,49,0,0,0,3
"551","India","Not defined","2013-31",2013-07-29,342,60,282,0,20,38,0,0,0,2
